pagnr,zpsex,zpage,w1_q88,w1_q107,w1_q115,w1_q116,w1_q4,w2_q4,w1_q5x1,w2_q2x1,w1_q6x1,w1_q7,w2_q3,w1_q8,w1_q12,w1_q43,w1_q44,w1_q48x1,w1_q48x2,w1_q48x3,w1_q48x4,w1_q48x5,w1_q48x6,w2_q15,w1_q49,w2_q14,w1_q50,w1_q51,w1_quiz,w2_quiz,w1_q21,w1_q22,w1_q26x1,w1_q26x2,w1_q26x3,w1_q26x4,w1_q26x5,w1_q26x6,w1_q26x7,w1_q26x8,w1_q26x9,w1_q26x10,w1_q26x11,w1_q26x12,w1_q68x1,w1_q76x2,w1_q64x1,w1_q64x2,w1_q64x3,w1_q83x1,w1_q83x6,w1_q83x2,w1_q83x7,w1_q83x3,w1_q83x8,w1_q83x4,w1_q83x9,w1_q83x5,w1_q83x10,w1_q66x1,w1_q66x2,w1_q66x3,w1_q66x4,w1_q68x1,w1_q68x2,w1_q68x3,w2_q33,w2_q34x1,w2_q34x2,w2_q34x3,w2_q34x4,w2_q34x5,w2_q34x6,w2_q34x7,w2_q34x8,w2_q35R1,w2_q35R2,w2_q35R3,w2_q35R4,w2_q35R5,w2_q35R6,w2_q35R7,w2_q35R8,w2_q35R9,w2_q35R10,w2_q35R11,w2_q35R12,w2_q35R13,w2_q35R14,w2_q35R15,w2_q35R88,w2_q35R99,w2_q36,w2_q37x1,w2_q37x2,w2_q37x3,w2_q37x4,w2_q37x5,w2_q37x6,w2_q37x7,w2_q37x8,w2_q38R1,w2_q38R2,w2_q38R3,w2_q38R4,w2_q38R5,w2_q38R6,w2_q38R7,w2_q38R8,w2_q38R9,w2_q38R10,w2_q38R88,w2_q38R99,w2_q39x1,w2_q39x2,w2_q39x3,w2_q39x4,w2_q39x5,w2_q41,w2_q42x1,w2_q42x2,w2_q42x3,w2_q42x4,w2_q43R1,w2_q43R2,w2_q43R3,w2_q43R4,w2_q43R5,w2_q43R6,w2_q43R7,w2_q43R8,w2_q43R9,w2_q43R10,w2_q43R11,w2_q43R12,w2_q43R13,w2_q43R14,w2_q43R15,w2_q43R16,w2_q43R17,w2_q43R88,w2_q43R99,w2_q44,w2_q45,w2_q46,w2_q47,w2_q48,w2_q49,a_immigration_index,strategies
2376,2,51,7,1,2,17,3,3,20000,99999,11000,6,,,5,2,3,8,8,3,1,4,1,5,10,4,2,,4,4,3,5,4,3,2,5,4,4,1,5,4,5,1,3,,5,3,2,1,3,2,1,4,5,2,4,2,1,1,3,4,4,4,,2,3,2,4,1,8,8,8,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,[]
2378,1,50,7,1,2,6,2,2,12000,10000,10000,2,2,2,6,2,2,5,9,3,3,2,3,2,10,4,2,,4,6,1,3,3,1,4,2,2,3,2,4,1,3,1,3,1,3,2,4,4,5,3,1,3,5,2,3,4,2,3,2,2,2,2,1,2,2,1,5,2,2,1,8,2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,8,8,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,[1 2 3]
2380,1,80,4,2,2,,2,3,10000,11000,10000,2,2,2,5,2,2,6,8,5,2,4,3,2,10,4,2,,7,2,2,3,4,4,2,4,4,5,1,2,2,4,1,1,2,4,3,4,2,3,2,4,2,4,2,2,4,2,4,2,1,,2,2,2,2,4,5,8,8,8,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,[2 3]
2384,1,39,13,3,1,,2,2,12000,21000,,2,2,,6,2,2,0,10,2,0,4,5,2,10,4,2,,5,5,1,10,4,4,3,3,3,5,2,3,1,3,1,3,1,4,2,4,3,4,1,2,3,4,1,3,4,5,1,2,2,1,2,1,1,2,1,3,3,2,2,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,8,8,8,8,8,5,8,0,0,1,0,0,0,0,0,0,0,0,0,5,4,4,4,5,1,1,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,2,4,[2 3]
2386,2,48,7,2,2,5,4,3,11000,10000,19000,2,2,2,5,2,2,6,10,0,0,2,3,2,10,4,2,,4,4,1,5,4,3,2,5,5,5,2,3,3,4,2,3,2,5,3,5,3,2,2,4,3,4,2,2,1,1,3,3,4,4,3,2,3,3,3,4,2,1,1,8,9,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3.5,[2 3]
2387,1,59,13,5,1,16,1,2,10000,99999,22000,6,6,2,5,2,3,6,8,0,0,7,0,2,10,4,,,6,6,1,7,5,2,,2,4,4,,1,2,1,2,4,1,2,5,5,4,4,2,2,3,5,1,2,4,5,3,2,2,2,3,1,1,2,1,4,2,9,9,5,8,9,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,8,1,1,7,0,0,0,0,0,0,0,0,0,1,0,0,5,4,1,5,4,3,2,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,,,,3,[2]
2388,1,47,7,5,2,15,2,3,11000,10000,20000,6,1,6,5,2,2,8,9,0,1,6,0,1,10,4,,,5,5,1,5,5,3,,4,2,2,,2,2,2,3,5,2,3,3,3,2,2,4,2,4,3,1,3,3,2,2,2,2,2,3,2,3,2,4,1,1,1,1,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,[1 3]
2393,1,47,9,2,2,16,1,1,10000,10000,10000,2,2,2,5,2,3,0,9,0,0,0,0,2,0,4,,2,5,6,1,6,1,2,1,1,2,1,2,2,1,2,2,4,4,1,3,2,1,2,1,1,1,2,3,1,2,1,1,2,3,3,3,4,4,2,2,6,8,8,8,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,8,8,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,1,5,5,5,2,2,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,3,[2 3 4]
2394,1,45,7,4,2,,3,3,10000,10000,12000,2,2,2,5,2,3,5,9,3,4,0,1,2,9,4,2,,5,4,3,3,3,2,3,5,4,5,1,4,4,4,2,2,2,4,4,4,4,2,2,3,3,4,1,2,4,3,3,4,3,4,4,2,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,4,2,3,1,9,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,4,[2 3]
2395,1,25,8,5,2,,1,1,12000,12000,15000,2,2,2,7,2,3,0,7,3,0,5,3,2,10,4,,,7,6,1,10,3,5,4,2,,4,2,5,2,3,2,5,3,4,1,5,5,4,1,3,3,3,2,2,4,5,2,2,1,1,4,3,2,1,4,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,8,8,8,8,8,9,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,1,1,1,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,2,2.5,[2 1 3]
2396,2,72,13,5,2,14,2,2,99999,13000,11000,12,2,12,5,2,3,2,5,0,0,5,0,8,10,4,,,6,6,1,0,2,4,2,4,2,2,2,3,2,4,2,2,3,4,4,5,2,2,2,2,4,3,2,2,2,5,5,2,2,4,4,3,3,3,1,5,3,8,8,1,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,8,8,8,8,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,5,4,4,4,5,4,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,,,,4,[]
2398,1,74,6,4,2,16,3,3,99999,,,2,,,5,2,3,6,9,2,1,1,4,2,10,4,2,,4,4,1,4,1,3,3,,4,2,1,5,1,5,1,2,1,5,2,2,1,3,2,2,2,4,3,4,3,5,2,4,4,4,4,1,4,3,1,3,5,8,8,6,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,,8,9,8,8,8,6,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5,[2]
2400,2,37,4,1,2,16,3,2,11000,11000,10000,2,2,2,6,2,2,0,0,0,0,6,0,2,10,4,2,,1,3,3,5,3,3,1,3,4,3,1,4,3,1,2,2,3,4,1,4,4,5,2,1,4,5,3,4,2,4,2,3,3,2,3,3,3,3,2,8,5,8,8,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,8,8,8,8,8,8,8,8,0,0,0,1,1,0,0,0,0,0,0,0,3,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,[1 2 3]
2403,2,37,9,4,1,,2,2,11000,13000,13000,6,6,12,3,2,3,3,4,0,0,5,5,2,10,4,,,3,4,1,2,3,3,2,4,1,2,1,5,1,1,5,5,1,4,4,4,2,4,1,2,5,5,1,2,5,5,1,2,3,4,4,1,1,2,2,8,1,8,8,5,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,2,9,9,8,8,0,0,0,0,0,0,0,0,0,1,0,0,4,4,4,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,[2]
2404,2,64,7,3,2,16,1,1,20000,16000,12000,6,2,1,0,2,3,7,10,0,0,9,0,6,10,4,2,,5,4,3,5,1,2,3,2,3,3,1,5,2,4,2,3,3,3,4,5,5,1,1,4,3,2,1,3,3,4,1,2,4,4,4,3,3,2,1,7,5,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,8,8,8,7,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,5,3,4,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,,,,3.5,[]
2410,2,61,7,4,2,,3,3,13000,,11000,12,,12,5,2,3,0,5,0,0,4,0,8,10,4,,,4,4,3,1,4,2,1,5,4,1,1,5,1,3,1,5,1,2,3,2,3,3,1,1,5,1,2,5,5,5,2,3,2,4,4,1,4,2,4,9,8,3,8,8,8,8,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,8,9,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,4,1,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,[4]
2413,2,66,6,1,2,6,3,3,11000,11000,10000,1,1,2,5,2,2,7,8,1,1,3,1,1,7,4,2,,4,4,2,0,3,1,3,2,3,4,2,5,2,1,5,3,,4,4,4,4,1,3,1,3,3,3,5,4,3,2,2,4,,2,,3,2,3,9,4,9,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,[1 3]
2414,1,80,4,1,2,6,2,2,12000,11000,10000,2,2,2,5,2,3,7,10,0,0,1,4,8,8,4,2,,6,6,2,0,3,3,3,3,4,2,3,3,3,4,1,1,2,5,2,3,3,2,3,3,3,5,1,2,3,4,4,4,4,,3,2,4,4,1,7,7,1,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,5,7,5,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,[]
2415,1,59,6,1,3,17,1,1,11000,11000,20000,6,6,6,4,2,1,2,10,1,4,8,0,2,10,4,2,,6,6,1,1,5,1,4,1,5,2,2,5,1,2,2,4,4,4,5,5,5,4,2,1,2,5,3,4,4,5,4,1,2,2,4,4,3,4,1,6,6,8,8,2,8,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,1,8,2,8,8,8,5,8,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,3,4,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,,,,3,[2]
2417,1,56,13,1,2,14,1,2,21000,,11000,12,,6,8,2,3,0,3,0,0,5,3,6,10,5,6,,6,5,1,0,4,5,4,5,5,1,1,1,1,1,2,5,,3,5,3,1,5,4,1,3,5,1,4,4,4,3,3,1,2,4,,3,1,1,7,8,8,8,5,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,1,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,2,2,2.5,[]
2418,2,40,8,4,1,,1,2,11000,11000,11000,2,2,1,7,2,2,1,9,0,1,3,0,2,10,4,2,,5,6,1,6,5,5,3,5,5,5,2,5,2,2,3,5,1,4,3,,3,3,1,2,4,3,3,4,2,5,3,1,1,1,3,1,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,7,3,8,8,7,8,0,0,0,0,0,0,0,0,0,1,0,0,5,4,5,5,5,1,2,5,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,1,2,2,[1 2 3]
2421,1,39,12,4,4,7,3,2,11000,10000,10000,3,3,2,6,2,2,3,8,7,3,5,0,3,10,4,3,,0,2,1,4,1,1,1,1,,1,1,1,1,1,1,1,2,3,1,3,1,1,3,1,3,5,1,1,1,1,1,1,2,2,4,2,3,1,1,7,7,8,7,2,2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,7,2,8,8,9,9,8,0,0,0,0,0,0,0,0,0,1,0,0,4,5,2,2,5,2,2,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,,,,5,[3]
2425,2,69,8,1,2,,2,2,11000,13000,21000,,2,,5,2,2,3,9,0,1,0,0,2,10,4,2,,5,5,1,6,4,3,4,4,4,2,2,4,2,2,2,3,2,4,3,4,4,1,4,3,5,4,1,4,2,4,3,4,3,,,2,3,3,3,4,9,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,8,7,9,8,8,8,8,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3.5,[1 2 3]
2426,1,72,10,1,2,18,2,2,13000,13000,10000,2,12,1,5,2,1,5,9,0,0,0,0,2,10,4,2,,5,4,1,5,3,3,3,3,3,2,2,3,2,4,2,3,2,4,3,2,2,2,2,2,4,3,2,4,2,3,3,2,2,,4,2,3,2,2,4,5,8,8,8,3,8,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,9,7,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,4,4,4,5,3,4,5,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,3.5,[1 2]
2429,1,56,7,2,2,12,1,1,21000,21000,12000,2,2,2,7,2,1,0,10,0,0,0,0,2,10,4,2,,6,3,3,3,5,1,1,5,3,4,1,2,2,5,1,1,,5,5,5,2,5,3,2,2,5,1,2,5,4,2,1,1,1,2,,4,2,2,2,2,2,9,9,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,5,5,1,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,1,2,2,5,[2 3]
2430,1,62,4,1,2,12,1,1,11000,99999,11000,2,12,2,3,2,2,3,8,3,2,1,1,3,10,4,2,,4,5,1,3,4,4,2,4,4,4,2,2,1,2,4,4,2,5,3,2,1,3,4,2,2,3,2,3,2,4,2,1,1,2,3,2,3,2,1,5,8,7,3,8,3,5,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,5,8,5,8,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,[]
2435,2,56,7,1,2,8,1,1,10000,10000,11000,2,2,2,6,2,1,2,10,0,0,1,0,2,10,4,2,,5,6,1,3,4,3,1,3,2,2,2,2,2,3,2,3,3,3,2,2,2,4,2,1,4,5,2,4,4,3,2,3,2,,3,3,3,2,2,4,1,8,8,8,9,8,8,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,4,8,8,8,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,2,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,,,,3.5,[2 3]
2436,2,39,13,1,2,10,3,3,12000,12000,10000,12,,12,7,2,2,0,10,0,5,5,0,2,0,4,,2,5,5,2,6,5,1,2,5,3,1,1,5,1,4,2,2,4,4,1,1,1,2,1,4,2,5,1,2,3,2,2,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,8,8,8,8,9,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,2,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,1,2,2,4,[2]
2437,2,39,7,1,2,7,2,3,10000,,11000,2,,2,6,2,2,5,10,0,1,2,0,2,10,4,2,,3,4,1,4,4,2,3,3,2,1,2,4,1,3,2,2,1,4,4,3,3,2,4,3,2,5,1,4,2,3,3,2,2,3,3,1,1,3,2,4,8,4,8,8,9,9,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,4,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,4,[2]
2438,2,54,6,1,2,,2,3,20000,99999,10000,2,,2,7,2,2,0,10,0,0,0,0,2,10,5,2,,2,1,1,6,3,2,2,4,4,2,2,2,2,2,3,4,2,3,4,3,3,2,2,2,4,5,1,2,4,2,4,2,2,2,2,2,3,2,2,4,2,1,8,8,8,8,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,8,8,8,8,8,8,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2.5,[2]
2439,1,43,7,1,2,,1,1,10000,12000,11000,2,12,2,6,2,2,0,10,5,0,0,0,8,10,4,2,,6,6,1,5,5,2,5,4,5,5,2,5,1,4,1,4,1,4,1,1,2,3,3,4,3,4,1,3,4,1,3,3,2,1,4,1,3,2,1,5,9,5,3,8,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,8,8,8,8,1,4,8,0,0,0,0,0,0,1,0,0,0,0,0,1,5,5,5,4,3,2,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,1,2,3.5,[]
2445,2,40,7,2,3,,4,1,10000,,,2,,,5,2,3,5,8,3,0,5,5,2,7,4,2,,2,6,1,4,,1,2,1,1,2,1,1,2,2,2,,3,,5,5,3,2,2,1,4,3,2,4,2,4,2,3,2,2,4,3,4,4,1,3,4,8,8,5,1,8,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,8,8,3,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,2,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,,[2]
2446,1,71,7,4,1,18,3,3,11000,17000,11000,2,3,2,7,2,3,0,9,8,5,0,8,3,8,5,3,,4,5,2,0,3,3,3,3,4,3,1,4,2,4,2,1,3,5,1,3,1,2,3,3,5,3,2,1,4,3,3,3,3,,4,3,4,3,4,8,1,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,8,7,8,8,9,8,8,0,0,0,0,0,0,0,0,0,1,0,0,1,5,5,5,5,4,4,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,,,,4.5,[1 3]
2454,1,65,4,2,2,,2,2,,11000,,,2,,10,2,2,0,10,8,5,3,5,2,,4,,2,5,2,3,,2,2,2,2,4,3,4,2,4,3,3,3,1,3,3,2,1,2,1,3,3,1,3,1,4,1,1,2,3,1,4,1,3,3,3,7,8,8,1,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,[1 2 3]
2457,2,54,4,1,2,10,4,3,21000,11000,21000,12,1,12,7,2,3,5,6,5,0,1,0,2,10,4,2,,3,4,3,,,2,1,2,3,,1,,1,4,1,3,2,2,4,2,2,4,2,2,4,5,2,3,4,3,3,3,3,,4,2,4,3,1,4,9,8,9,8,2,9,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,8,8,8,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,4,5,5,5,5,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,,,,4,[2]
2459,1,46,4,1,2,14,2,2,19000,11000,,12,12,,7,2,2,0,4,5,1,0,8,3,10,4,,,5,5,2,2,2,1,1,1,5,4,1,1,5,4,1,1,2,5,1,1,1,2,1,4,3,5,1,3,3,1,1,1,2,2,2,2,2,2,1,4,3,8,8,8,4,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,4,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,,,,5,[1]
2460,1,60,13,1,1,20,2,2,11000,11000,10000,2,12,1,5,2,2,5,8,0,0,5,0,2,10,4,2,,6,4,1,2,3,5,2,5,3,2,1,5,5,2,2,5,4,4,2,2,4,1,3,5,5,5,2,2,5,1,3,4,3,3,3,4,4,3,2,5,5,8,8,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,8,8,8,8,8,8,8,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2.5,[1 2]
2461,1,57,13,1,1,20,1,1,12000,99999,,2,12,,5,2,1,3,10,0,1,3,0,2,10,4,2,,6,5,1,5,2,1,5,5,5,,5,5,2,1,1,5,3,5,1,5,5,5,1,1,3,5,1,1,5,5,2,1,1,4,4,3,4,1,1,8,4,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,8,8,8,8,8,8,8,8,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,5,5,3,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,1,2,2,3,[2]
2462,2,63,3,1,4,6,2,3,10000,10000,22000,2,2,3,5,2,2,0,10,4,3,0,7,3,10,4,2,,3,1,2,0,,1,2,3,3,2,1,1,1,3,1,2,,5,5,3,1,3,3,4,3,5,1,3,4,2,3,2,2,,4,,4,2,4,3,8,8,8,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5,[]
2691,2,52,7,1,2,6,1,1,99999,25000,13000,3,3,6,4,3,2,3,3,10,5,0,8,3,10,4,3,,5,6,2,0,1,1,3,5,5,5,1,1,2,3,1,2,,2,1,5,5,2,4,2,4,4,1,3,4,4,1,1,2,4,1,,4,3,1,7,9,7,8,7,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,1,5,5,5,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,4.5,[1 2 3]
2695,1,24,12,1,2,15,2,2,22000,17000,17000,3,3,2,7,3,2,0,0,10,0,0,3,3,10,4,3,,5,3,3,3,2,1,2,5,5,2,1,1,2,3,1,1,3,4,3,4,1,5,1,3,2,3,1,2,4,2,3,2,1,1,3,3,4,3,3,2,8,8,8,8,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,1,1,8,8,1,8,8,0,0,0,0,0,0,0,0,1,0,0,0,4,5,5,5,5,3,3,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,2,2,5,[1 2 3]
2696,2,61,7,1,2,10,2,3,22000,10000,10000,3,3,3,5,3,3,4,4,6,0,2,3,3,6,4,3,,2,4,3,3,3,3,3,3,4,3,3,4,4,2,3,3,3,3,4,4,2,3,2,3,2,3,2,2,3,4,2,3,3,3,4,3,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,4,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,[2 3]
2697,1,39,7,2,2,9,3,2,15000,10000,22000,3,12,2,5,3,3,6,6,8,4,3,3,1,9,4,3,,6,2,1,5,2,2,2,4,4,4,2,,2,4,2,2,2,2,2,3,4,2,2,2,3,4,2,3,3,2,3,3,2,2,4,2,3,2,2,7,1,3,8,8,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,3,8,7,8,8,8,8,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,[]
2700,1,56,8,4,3,7,3,2,21000,10000,99999,12,3,12,9,3,1,0,5,10,4,0,8,3,10,4,3,,5,5,2,0,1,1,1,1,3,5,1,5,4,5,1,1,2,1,1,2,2,4,2,5,2,4,2,3,4,3,2,1,1,2,3,2,3,2,2,5,9,9,9,9,9,9,9,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,5,8,8,8,8,9,8,8,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,5,5,,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,,,,5,[1 2 3]
