pagnr,zpsex,zpage,w1_q88,w1_q107,w1_q115,w1_q116,w1_q4,w2_q4,w1_q5x1,w2_q2x1,w1_q6x1,w1_q7,w2_q3,w1_q8,w1_q12,w1_q43,w1_q44,w1_q48x1,w1_q48x2,w1_q48x3,w1_q48x4,w1_q48x5,w1_q48x6,w2_q15,w1_q49,w2_q14,w1_q50,w1_q51,w1_quiz,w2_quiz,w1_q21,w1_q22,w1_q26x1,w1_q26x2,w1_q26x3,w1_q26x4,w1_q26x5,w1_q26x6,w1_q26x7,w1_q26x8,w1_q26x9,w1_q26x10,w1_q26x11,w1_q26x12,w1_q68x1,w1_q76x2,w1_q64x1,w1_q64x2,w1_q64x3,w1_q83x1,w1_q83x6,w1_q83x2,w1_q83x7,w1_q83x3,w1_q83x8,w1_q83x4,w1_q83x9,w1_q83x5,w1_q83x10,w1_q66x1,w1_q66x2,w1_q66x3,w1_q66x4,w1_q68x1,w1_q68x2,w1_q68x3,w2_q33,w2_q34x1,w2_q34x2,w2_q34x3,w2_q34x4,w2_q34x5,w2_q34x6,w2_q34x7,w2_q34x8,w2_q35R1,w2_q35R2,w2_q35R3,w2_q35R4,w2_q35R5,w2_q35R6,w2_q35R7,w2_q35R8,w2_q35R9,w2_q35R10,w2_q35R11,w2_q35R12,w2_q35R13,w2_q35R14,w2_q35R15,w2_q35R88,w2_q35R99,w2_q36,w2_q37x1,w2_q37x2,w2_q37x3,w2_q37x4,w2_q37x5,w2_q37x6,w2_q37x7,w2_q37x8,w2_q38R1,w2_q38R2,w2_q38R3,w2_q38R4,w2_q38R5,w2_q38R6,w2_q38R7,w2_q38R8,w2_q38R9,w2_q38R10,w2_q38R88,w2_q38R99,w2_q39x1,w2_q39x2,w2_q39x3,w2_q39x4,w2_q39x5,w2_q41,w2_q42x1,w2_q42x2,w2_q42x3,w2_q42x4,w2_q43R1,w2_q43R2,w2_q43R3,w2_q43R4,w2_q43R5,w2_q43R6,w2_q43R7,w2_q43R8,w2_q43R9,w2_q43R10,w2_q43R11,w2_q43R12,w2_q43R13,w2_q43R14,w2_q43R15,w2_q43R16,w2_q43R17,w2_q43R88,w2_q43R99,w2_q44,w2_q45,w2_q46,w2_q47,w2_q48,w2_q49,a_immigration_index,strategies
4022,2,74,4,2,3,,3,1,10000,20000,11000,1,1,1,5,1,3,10,0,3,0,0,0,1,5,4,1,,5,5,2,0,3,3,1,5,5,3,2,1,3,4,2,2,3,5,3,3,1,3,1,3,3,5,1,3,3,2,2,4,1,4,4,3,3,4,1,7,2,8,2,8,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,8,8,3,8,8,8,8,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,5,5,2,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,,,,4,[2 3]
4023,2,44,6,1,2,15,1,1,19000,99999,23000,1,1,1,2,1,1,10,7,5,0,5,0,1,3,4,,1,6,6,1,6,1,1,3,2,2,1,1,5,1,2,4,1,3,2,1,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,1,2,4,4,3,8,8,8,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,8,8,8,8,8,5,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3.5,[2 3 4]
4024,2,48,7,1,2,13,3,2,10000,11000,10000,1,3,1,4,1,2,7,4,3,5,3,6,3,8,4,1,,7,5,1,5,3,2,2,2,4,2,1,3,2,4,1,1,,4,3,5,3,3,3,3,3,4,1,4,2,4,2,3,4,4,4,,4,3,1,5,5,5,8,8,8,1,8,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,2,4,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,1,0,0,0,5,4,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,[1 3]
4027,2,33,10,4,1,15,3,3,,22000,,,1,,0,1,2,10,3,0,0,5,0,1,10,4,1,,2,1,3,4,2,4,4,1,5,1,1,1,1,3,1,3,1,3,3,3,4,5,1,1,3,5,1,5,1,1,3,3,2,1,4,1,2,1,1,5,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,[2 3 5]
4032,1,20,8,4,2,1,2,3,13000,13000,13000,6,1,1,5,1,3,9,8,0,0,7,4,1,10,4,,,6,4,1,5,4,2,2,3,2,3,3,1,2,1,5,5,2,3,2,5,4,2,1,2,5,4,1,3,5,4,1,2,2,2,3,2,2,3,3,8,8,9,8,8,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,6,8,8,4,9,8,0,0,0,0,0,0,0,0,0,1,0,0,2,5,1,3,,4,5,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2,2,2,1,[2 1 3]
4037,1,18,4,4,2,,2,1,21000,17000,22000,1,1,1,3,1,2,10,5,0,0,7,3,1,10,4,1,,3,3,1,3,3,1,1,4,3,4,2,3,2,1,5,5,1,2,4,5,4,5,1,2,3,3,1,3,3,3,1,2,2,2,4,1,3,2,1,1,1,1,8,8,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,8,8,8,8,1,1,8,0,0,0,0,0,0,0,0,0,1,0,0,4,5,5,5,5,1,1,2,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,,,,1,[1 2 3]
4041,2,32,7,4,4,9,3,3,10000,10000,10000,,1,12,3,1,3,6,5,0,0,5,0,1,7,4,1,,3,3,3,4,,1,1,1,,5,1,3,2,1,5,5,3,2,4,4,2,2,3,2,4,4,2,4,4,4,2,3,3,2,4,3,4,2,1,6,6,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,5,8,5,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,1,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,[2 1 3 5]
4042,2,25,12,4,1,17,2,1,,22000,,,1,,1,1,2,8,0,0,0,8,0,6,10,4,,,5,3,,,,3,,,5,1,3,2,1,2,3,3,1,4,3,,5,3,2,2,5,4,1,3,2,5,2,2,2,2,4,1,1,2,2,4,1,1,9,9,9,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,8,8,1,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,4,5,5,2,1,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,2,1,2,3,[]
4052,2,17,4,1,4,,4,2,13000,22000,10000,1,6,1,5,1,2,10,0,0,0,8,0,6,10,4,1,,6,1,1,5,5,1,1,1,2,2,3,1,1,1,3,4,,2,5,5,5,3,2,1,5,3,2,2,3,5,1,2,2,2,3,,2,3,3,2,8,7,7,8,7,7,8,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,2,8,2,7,3,1,1,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,1,4,5,3,5,4,4,4,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,2.5,[3]
4055,2,28,9,5,3,5,1,3,13000,13000,10000,1,6,1,3,1,3,9,8,0,3,7,5,6,8,4,1,,4,3,1,5,3,2,1,1,5,1,1,3,2,3,2,3,3,4,4,4,4,4,2,2,3,4,1,2,4,4,2,2,2,2,3,3,3,2,2,3,2,9,8,2,8,8,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,2,3,9,4,8,8,9,9,0,0,0,0,0,0,0,0,0,1,0,0,5,4,5,5,4,3,4,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,1,2,3.5,[3]
4071,1,60,7,1,2,16,2,3,11000,,20000,1,,6,4,1,2,9,5,2,1,6,5,1,9,4,1,,5,3,3,1,,1,2,4,4,3,1,,2,3,2,3,1,4,4,3,2,4,1,3,4,4,2,2,4,2,2,2,2,2,2,1,3,2,3,5,9,9,9,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7,1,8,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,4,3,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3.5,[1 2]
4072,2,71,3,1,2,,2,3,11000,77777,21000,12,1,,5,1,3,8,6,0,0,3,5,1,10,4,1,,5,4,3,5,4,1,2,3,5,4,2,3,1,2,3,4,1,3,5,3,3,2,4,2,4,4,1,4,3,2,2,3,3,4,3,1,4,,1,7,8,8,7,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,8,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,1,0,0,0,3,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2.5,[2 1 3]
4073,1,59,10,2,2,15,2,2,12000,10000,10000,1,1,1,5,1,1,6,3,4,5,2,2,1,5,4,1,,6,6,1,5,2,2,1,3,2,2,1,2,1,1,2,2,3,1,1,2,2,2,1,2,2,3,1,1,1,2,2,2,1,2,2,3,3,3,2,5,3,2,3,3,8,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,[1 2 3]
4085,2,61,7,4,2,16,2,3,13000,,11000,1,,1,2,1,2,10,0,0,0,2,0,1,10,4,1,,7,6,1,5,3,1,2,1,3,1,3,1,1,1,3,3,3,3,5,1,5,2,3,3,3,3,2,3,3,5,1,2,2,,3,3,4,2,2,3,3,9,8,9,8,8,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,8,5,5,8,2,2,8,0,0,0,0,0,0,0,0,0,1,0,0,3,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,[2]
4086,1,69,9,4,2,17,1,1,13000,13000,10000,1,6,1,3,1,2,6,0,0,0,3,0,1,2,4,,1,7,6,2,0,5,2,3,2,2,1,1,1,3,2,2,3,,4,4,1,2,4,4,5,1,5,1,4,4,5,2,1,4,,4,,,,1,7,9,8,8,8,9,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,,2,8,5,8,5,3,8,0,0,0,0,0,0,0,1,0,0,0,0,5,5,1,5,5,1,2,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,,,,3.5,[1 2]
4088,1,65,7,5,3,7,3,2,17000,11000,11000,2,1,1,3,1,3,10,0,0,0,0,0,1,7,4,1,,4,4,3,7,3,1,1,4,3,3,2,1,1,3,2,3,,5,5,4,5,3,1,3,3,3,4,2,3,2,3,4,4,4,4,,,3,2,5,2,8,8,1,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,4,8,5,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,4,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3.5,[2 1 3]
4089,1,57,6,4,2,20,1,2,99999,10000,13000,1,1,1,3,1,2,10,0,0,0,7,0,1,10,4,1,,5,6,3,5,1,,1,2,5,2,1,1,2,1,1,3,1,3,3,4,5,2,3,2,2,4,1,2,5,5,1,3,2,2,1,1,1,3,2,7,5,9,8,9,8,8,8,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,7,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,1,5,5,5,5,1,1,1,4,4,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,2,2,1,1,1,2,4,[2 3]
4091,1,74,4,3,3,5,3,2,,99999,,,1,,5,1,3,8,0,0,0,0,0,1,7,4,1,,2,3,1,0,3,2,3,5,1,5,1,1,1,4,2,1,3,5,5,5,2,4,3,3,4,5,3,5,2,1,5,4,3,4,4,3,3,3,2,3,8,4,8,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,3,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,4.5,[2 3]
4092,1,53,7,4,2,5,3,3,11000,18000,11000,1,1,1,6,1,3,7,6,6,2,0,3,1,8,4,1,,3,3,3,2,4,1,1,4,3,,2,2,3,4,1,2,3,5,5,4,2,1,4,3,4,2,3,5,1,2,3,3,3,3,4,3,3,3,2,8,4,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,8,5,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5,[2 1 3 5]
4094,1,71,9,1,2,,2,1,10000,22000,17000,2,1,,6,1,2,8,2,3,1,3,,1,9,5,1,,7,5,1,2,3,3,4,,4,5,1,,,4,1,,2,5,1,,1,2,4,3,2,3,1,4,3,2,4,2,2,2,4,2,4,2,2,5,5,8,8,9,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,7,9,2,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,3,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,[2 3]
4099,1,44,7,5,2,14,1,1,10000,12000,21000,12,1,6,3,1,2,7,3,2,2,7,2,1,10,4,1,,6,5,2,8,2,2,2,5,3,1,3,2,1,2,2,4,3,2,4,4,4,4,2,3,4,4,2,4,3,4,2,3,2,2,4,3,3,2,3,8,2,8,8,9,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,[2 3]
4110,2,40,6,3,2,20,4,3,10000,11000,,1,6,,9,1,1,8,1,1,1,1,1,6,10,4,1,,3,5,3,5,4,5,3,5,3,1,1,5,1,5,1,1,4,5,3,2,1,3,1,1,2,5,3,4,2,2,1,3,4,3,4,4,4,3,1,2,8,5,8,8,8,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,4,5,5,5,5,1,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,2,2,5,[3]
4112,2,65,7,2,2,14,3,3,10000,10000,22000,1,12,1,5,1,2,10,3,1,0,3,0,1,7,4,1,,7,4,2,1,2,4,3,5,5,4,2,5,3,4,2,2,2,4,3,2,2,2,3,3,4,5,1,2,3,4,2,2,2,4,2,2,3,2,4,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,8,2,9,8,1,8,9,0,0,0,0,0,0,0,0,0,1,0,0,5,3,3,5,4,1,1,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,1,1,2,4,[2]
4121,2,61,7,1,2,9,2,2,11000,13000,10000,1,1,,4,1,2,9,0,3,2,2,0,1,8,4,1,,6,5,3,2,4,1,1,2,3,1,2,1,3,3,2,3,,4,3,5,1,2,3,2,2,4,1,3,3,4,4,1,3,,3,,,3,1,5,5,8,8,8,9,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,8,8,8,6,8,8,8,0,1,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3.5,[1 2 3]
4124,2,17,4,1,3,12,3,3,13000,22000,11000,1,1,1,2,1,2,9,5,2,2,5,,1,9,4,1,,1,2,1,7,,2,,2,3,2,2,4,2,3,4,4,3,3,4,4,2,3,2,2,4,2,3,2,2,4,2,3,3,4,4,3,3,3,4,8,8,8,8,8,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7,8,8,3,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,1,2,2,[1 2 3 5]
4132,1,35,7,2,2,15,3,3,11000,10000,10000,2,2,2,8,2,3,0,8,8,0,0,0,2,7,4,2,,4,2,2,0,1,1,1,5,5,1,1,1,2,4,1,1,4,5,5,3,2,5,2,3,2,3,2,2,3,5,1,4,4,4,4,4,4,3,4,2,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,8,7,8,4,1,1,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,5,[2 3 5]
4133,1,62,3,1,2,14,1,1,10000,22000,10000,2,12,1,5,2,1,3,10,7,6,0,0,9,10,4,2,,6,2,3,0,4,1,1,2,2,5,1,3,3,3,1,3,1,4,4,3,5,3,3,2,1,3,3,5,2,1,3,1,2,2,3,1,3,3,1,7,2,7,3,8,8,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,7,8,3,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,2,4,4,5,1,5,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,2,2,4,[]
4150,1,71,9,1,2,14,1,1,10000,13000,21000,2,12,2,3,2,1,2,10,0,0,2,0,2,10,4,2,,6,6,2,3,4,5,1,3,5,5,1,5,2,4,1,4,4,5,1,4,1,2,2,1,2,5,1,1,4,4,4,2,1,1,4,4,4,2,1,5,4,3,9,9,9,9,9,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,7,8,8,8,8,8,8,7,0,0,0,0,0,0,0,0,0,1,0,0,5,5,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3.5,[2]
4151,1,63,3,2,3,4,3,2,10000,11000,17000,12,1,12,6,2,2,7,10,0,2,5,5,1,10,4,2,,4,2,2,0,1,1,1,2,5,1,1,1,1,3,2,2,1,3,5,2,1,2,3,2,3,5,1,2,3,3,3,4,4,4,4,1,4,3,1,7,3,1,2,8,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,2,5,5,5,5,2,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,2,4,[1 3]
4152,2,35,9,3,2,,2,2,,99999,,,12,,5,2,2,5,10,0,0,5,0,2,10,4,2,,4,6,3,2,3,4,2,4,4,4,2,5,3,3,2,3,1,4,2,2,3,3,2,3,4,5,1,4,4,5,1,3,2,1,4,1,2,3,2,4,1,3,8,8,8,8,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,8,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3.5,[1 2]
4153,2,22,8,4,4,2,2,2,,13000,,,2,,5,2,2,1,10,0,0,1,1,2,10,4,2,,4,4,1,6,4,1,2,4,4,1,2,2,2,1,3,5,1,2,3,4,5,3,1,4,3,5,1,3,5,4,2,1,2,2,4,1,1,2,2,2,1,2,2,9,9,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,9,8,8,5,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,4,4,4,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,[2 3]
4154,1,23,7,3,2,15,3,3,10000,10000,10000,2,2,2,6,2,2,3,6,5,0,1,4,2,10,4,2,,3,3,1,4,3,2,3,,4,3,3,,3,4,1,2,1,3,2,3,3,4,2,3,4,5,2,2,4,2,4,2,2,2,3,1,,3,3,1,9,2,1,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,4,4,4,5,4,4,5,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,4.5,[1 2 3 5]
4161,2,39,7,1,1,12,3,3,13000,11000,11000,2,2,2,6,2,3,4,8,4,2,2,2,2,10,4,2,,3,2,2,3,3,2,2,4,2,,2,1,2,5,1,1,1,5,5,3,3,3,3,1,5,5,1,2,5,3,3,2,3,2,4,1,2,3,3,5,1,1,8,8,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,3,3,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,[2 3 5]
4166,2,68,7,1,2,10,2,1,17000,23000,21000,2,2,12,6,2,2,4,10,5,,3,3,2,10,4,2,,3,5,2,2,,1,3,3,4,2,1,,,4,2,2,2,4,3,4,3,4,1,2,4,4,1,3,4,4,3,2,2,,2,2,3,2,2,7,4,8,8,8,8,4,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,7,7,8,2,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,1,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,4,[2 3]
4167,1,48,7,1,3,17,1,4,10000,11000,11000,12,1,12,5,2,3,1,5,0,0,0,0,3,9,4,,,6,3,3,2,4,3,3,4,4,5,1,,3,4,1,3,2,4,3,4,3,5,2,3,3,5,1,2,4,2,2,2,2,2,3,2,4,2,2,3,8,3,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,,8,8,,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,[1]
4168,1,25,9,1,2,10,1,1,10000,10000,12000,2,2,2,8,2,1,1,10,2,1,1,2,2,10,4,2,,6,6,1,5,4,2,4,3,,3,2,4,2,4,1,4,1,3,3,,4,4,3,3,3,4,1,2,4,4,2,2,1,2,3,1,2,2,1,1,1,1,1,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,8,1,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,1,2,5,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,1,2,3.5,[1 2 3]
4169,2,61,7,1,2,,1,2,10000,11000,77777,2,2,2,10,2,1,4,10,5,0,5,3,2,10,4,2,,3,4,1,5,4,2,5,3,4,5,1,5,3,3,2,2,2,4,2,4,2,5,1,2,4,5,1,2,4,4,3,1,1,,2,2,3,1,2,3,5,9,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,,8,8,8,8,9,9,8,0,0,0,1,1,0,0,0,0,0,0,0,5,4,4,5,5,4,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,,,,4,[2 3]
4170,1,16,4,1,3,,1,1,11000,11000,77777,2,1,2,5,2,2,4,7,5,7,4,2,1,10,4,2,,3,3,3,3,4,2,4,,,1,2,5,3,3,3,3,1,2,2,,,3,3,3,,3,1,2,3,4,2,1,1,2,2,1,3,2,3,2,1,3,8,9,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,8,8,1,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,3,3,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,2,3,[1 3]
4174,1,62,8,1,1,11,1,1,12000,10000,99999,2,2,2,8,2,2,5,9,4,3,6,0,2,10,4,2,,5,6,1,3,1,5,5,5,4,5,1,5,5,3,1,3,1,5,1,,5,4,1,2,4,5,2,2,5,4,1,2,2,4,4,1,3,1,1,7,2,2,8,1,2,8,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,8,7,8,8,2,7,1,0,0,0,0,0,0,0,0,0,1,0,0,5,2,1,1,5,1,2,2,4,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,4,[2 3]
4177,2,34,13,1,2,9,1,2,12000,,10000,2,,1,2,2,2,4,7,0,0,4,0,2,0,4,,,6,5,3,5,5,1,1,5,5,3,1,5,1,2,1,5,2,4,5,5,1,4,2,1,3,5,1,1,5,5,1,2,2,2,3,2,2,3,1,6,8,1,8,8,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,8,8,9,2,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,1,1,5,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,3,[2]
4180,2,69,9,1,2,14,3,3,11000,,,12,,,5,2,2,4,7,0,0,7,0,2,10,4,,,4,4,3,1,5,2,3,5,,5,3,1,2,4,4,4,3,5,5,2,1,2,1,2,4,4,1,2,3,1,2,2,4,4,4,3,3,4,1,7,5,8,8,4,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,8,8,8,8,8,8,8,0,0,1,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,[2]
4182,2,80,6,1,2,,3,3,11000,11000,11000,2,1,1,5,2,3,6,8,3,3,5,1,2,0,4,,2,6,5,1,4,3,2,2,2,4,2,1,5,3,4,2,3,3,3,3,3,2,2,3,4,4,2,2,2,4,4,3,3,3,4,4,3,3,2,2,7,2,7,7,9,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,8,5,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3.5,[2]
4190,1,40,7,5,3,,3,2,13000,,77777,,,,8,2,3,0,9,6,3,0,,3,7,4,2,,3,5,3,2,3,1,2,5,4,1,1,1,3,3,1,2,2,4,5,2,1,3,3,3,1,3,2,5,1,1,2,4,4,4,4,2,3,4,2,3,8,9,8,8,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,8,9,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5,[]
4196,1,73,7,1,1,12,2,1,99999,23000,,2,2,,5,2,2,3,8,0,1,5,0,2,10,4,2,,5,6,1,10,1,1,1,1,,1,1,1,1,3,1,5,,3,3,2,1,1,5,1,5,5,1,1,2,4,1,3,1,1,3,,3,1,1,7,7,8,8,8,8,8,8,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,8,8,8,7,8,8,8,0,1,0,0,0,0,0,0,0,0,0,0,5,4,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,[2 3]
